from,to,n
Bailey County,Jim Hogg County,0
Bailey County,Dallam County,23
Bailey County,Dallas County,0
Bailey County,Gray County,0
Bailey County,Chambers County,0
Bailey County,Hardin County,0
Bailey County,Roberts County,0
Bailey County,Scurry County,0
Bailey County,Rockwall County,0
Bailey County,Brazos County,0
Bailey County,Calhoun County,0
Bailey County,King County,0
Bailey County,Grayson County,0
Bailey County,Mason County,0
Bailey County,Parmer County,251
Bailey County,Shelby County,0
Bailey County,El Paso County,0
Bailey County,Hays County,0
Bailey County,Tarrant County,0
Bailey County,Kenedy County,0
Bailey County,Martin County,0
Bailey County,Jackson County,0
Bailey County,San Patricio County,0
Bailey County,Falls County,0
Bailey County,Sterling County,0
Bailey County,Gillespie County,0
Bailey County,Carson County,0
Bailey County,Dickens County,0
Bailey County,Dimmit County,0
Bailey County,Bastrop County,0
Bailey County,Coke County,0
Bailey County,Medina County,0
Bailey County,Menard County,0
Bailey County,Ochiltree County,0
Bailey County,Bexar County,0
Bailey County,Floyd County,0
Bailey County,Brooks County,0
Bailey County,Irion County,0
Bailey County,Cochran County,16
Bailey County,Kerr County,0
Bailey County,Marion County,0
Bailey County,Moore County,0
Bailey County,Maverick County,0
Bailey County,Nueces County,0
Bailey County,Briscoe County,0
Bailey County,Austin County,0
Bailey County,Hockley County,25
Bailey County,Swisher County,0
Bailey County,Childress County,0
Bailey County,Kaufman County,0
Bailey County,Foard County,0
Bailey County,Schleicher County,0
Bailey County,Edwards County,0
Bailey County,Hamilton County,0
Bailey County,Potter County,0
Bailey County,Trinity County,0
Bailey County,Hudspeth County,0
Bailey County,Brazoria County,0
Bailey County,Montague County,0
Bailey County,Tyler County,0
Bailey County,Burleson County,0
Bailey County,Llano County,0
Bailey County,Grimes County,0
Bailey County,Hansford County,0
Bailey County,Orange County,0
Bailey County,Harris County,0
Bailey County,Nacogdoches County,0
Bailey County,Shackelford County,0
Bailey County,Sutton County,0
Bailey County,Young County,0
Bailey County,Fayette County,0
Bailey County,Hood County,0
Bailey County,Hopkins County,0
Bailey County,Karnes County,0
Bailey County,Lubbock County,195
Bailey County,Coleman County,0
Bailey County,Washington County,0
Bailey County,Webb County,0
Bailey County,Wise County,0
Bailey County,Fisher County,0
Bailey County,Oldham County,0
Bailey County,Williamson County,0
Bailey County,Armstrong County,0
Bailey County,Frio County,0
Bailey County,Erath County,0
Bailey County,Stonewall County,0
Bailey County,Anderson County,0
Bailey County,Duval County,0
Bailey County,Comal County,0
Bailey County,Hall County,0
Bailey County,Hardeman County,0
Bailey County,Collin County,0
Bailey County,Motley County,0
Bailey County,Concho County,0
Bailey County,Dawson County,0
Bailey County,Kent County,0
Bailey County,San Augustine County,0
Bailey County,Wood County,0
Bailey County,Garza County,0
Bailey County,Culberson County,0
Bailey County,Henderson County,0
Bailey County,Presidio County,0
Bailey County,Reeves County,0
Bailey County,Delta County,0
Bailey County,Real County,0
Bailey County,Gaines County,0
Bailey County,Archer County,0
Bailey County,Glasscock County,0
Bailey County,Madison County,0
Bailey County,Mitchell County,0
Bailey County,Castro County,0
Bailey County,Kleberg County,0
Bailey County,Cottle County,0
Bailey County,Kimble County,0
Bailey County,Loving County,0
Bailey County,Jones County,0
Bailey County,Reagan County,0
Bailey County,Hunt County,0
Bailey County,Houston County,0
Bailey County,Baylor County,0
Bailey County,Leon County,0
Bailey County,San Saba County,0
Bailey County,Crosby County,0
Bailey County,Howard County,0
Bailey County,Upshur County,0
Bailey County,Wilbarger County,0
Bailey County,Waller County,0
Bailey County,Kendall County,0
Bailey County,Johnson County,0
Bailey County,Cherokee County,0
Bailey County,Pecos County,0
Bailey County,Jefferson County,0
Bailey County,Lavaca County,0
Bailey County,Harrison County,0
Bailey County,Jeff Davis County,0
Bailey County,Midland County,0
Bailey County,Tom Green County,0
Bailey County,Bell County,0
Bailey County,Wheeler County,0
Bailey County,Runnels County,0
Bailey County,Galveston County,0
Bailey County,Bosque County,0
Bailey County,Milam County,0
Bailey County,Polk County,0
Bailey County,Ward County,0
Bailey County,Rusk County,0
Bailey County,Val Verde County,0
Bailey County,Fannin County,0
Bailey County,Deaf Smith County,0
Bailey County,Eastland County,0
Bailey County,Lampasas County,0
Bailey County,Newton County,0
Blanco County,Gregg County,0
Blanco County,Borden County,0
Blanco County,Gonzales County,0
Blanco County,Caldwell County,0
Blanco County,Willacy County,0
Blanco County,Jim Wells County,0
Blanco County,Kinney County,0
Blanco County,Camp County,0
Blanco County,Liberty County,0
Blanco County,Haskell County,0
Blanco County,San Jacinto County,0
Blanco County,Wilson County,0
Blanco County,DeWitt County,0
Blanco County,Aransas County,0
Blanco County,McMullen County,0
Blanco County,Hutchinson County,0
Blanco County,La Salle County,0
Blanco County,Atascosa County,0
Blanco County,Zapata County,0
Blanco County,Brown County,0
Blanco County,Mills County,0
Blanco County,Donley County,0
Blanco County,Guadalupe County,22
Blanco County,Cooke County,0
Blanco County,Parker County,0
Blanco County,Randall County,0
Blanco County,Burnet County,196
Blanco County,Freestone County,0
Blanco County,Crane County,0
Blanco County,Bailey County,0
Blanco County,Blanco County,2576
Blanco County,Ector County,0
Blanco County,Hill County,0
Blanco County,Refugio County,0
Blanco County,Sabine County,0
Blanco County,Denton County,0
Blanco County,Goliad County,0
Blanco County,Navarro County,0
Blanco County,Comanche County,0
Blanco County,Throckmorton County,0
Blanco County,Uvalde County,0
Blanco County,Nolan County,0
Blanco County,Hale County,0
Blanco County,Smith County,0
Blanco County,Lipscomb County,0
Blanco County,Titus County,0
Blanco County,Jack County,0
Blanco County,Montgomery County,0
Blanco County,Wichita County,0
Blanco County,Lamb County,0
Blanco County,Angelina County,0
Blanco County,Starr County,0
Blanco County,Hemphill County,0
Blanco County,Bandera County,0
Blanco County,Jasper County,0
Blanco County,Palo Pinto County,0
Blanco County,Zavala County,0
Blanco County,Clay County,0
Blanco County,Victoria County,0
Blanco County,Hartley County,0
Blanco County,McCulloch County,0
Blanco County,Ellis County,0
Blanco County,Fort Bend County,0
Blanco County,Rains County,0
Blanco County,Lynn County,0
Blanco County,Stephens County,0
Blanco County,Red River County,0
Blanco County,Terry County,0
Blanco County,Brewster County,0
Blanco County,Limestone County,0
Blanco County,Travis County,493
Blanco County,Upton County,0
Blanco County,Bowie County,0
Blanco County,Knox County,0
Blanco County,Somervell County,0
Blanco County,Sherman County,0
Blanco County,Winkler County,0
Blanco County,Andrews County,0
Blanco County,Matagorda County,0
Blanco County,Coryell County,0
Blanco County,Colorado County,0
Blanco County,Callahan County,0
Blanco County,Morris County,0
Blanco County,Bee County,0
Blanco County,Franklin County,0
Blanco County,Cass County,0
Blanco County,Taylor County,0
Blanco County,McLennan County,0
Blanco County,Wharton County,0
Blanco County,Robertson County,0
Blanco County,Cameron County,0
Blanco County,Van Zandt County,0
Blanco County,Yoakum County,0
Blanco County,Crockett County,0
Blanco County,Panola County,0
Blanco County,Terrell County,0
Blanco County,Lee County,6
Blanco County,Walker County,0
Blanco County,Hidalgo County,0
Blanco County,Collingsworth County,0
Blanco County,Lamar County,0
Blanco County,Live Oak County,0
Blanco County,Jim Hogg County,0
Blanco County,Dallam County,0
Blanco County,Dallas County,2
Blanco County,Gray County,0
Blanco County,Chambers County,0
Blanco County,Hardin County,0
Blanco County,Roberts County,0
Blanco County,Scurry County,0
Blanco County,Rockwall County,0
Blanco County,Brazos County,0
Blanco County,Calhoun County,0
Blanco County,King County,0
Blanco County,Grayson County,0
Blanco County,Mason County,0
Blanco County,Parmer County,0
Blanco County,Shelby County,0
Blanco County,El Paso County,0
Blanco County,Hays County,272
Blanco County,Tarrant County,0
Blanco County,Kenedy County,0
Blanco County,Martin County,0
Blanco County,Jackson County,0
Blanco County,San Patricio County,0
Blanco County,Falls County,0
Blanco County,Sterling County,0
Blanco County,Gillespie County,219
Blanco County,Carson County,0
Blanco County,Dickens County,0
Blanco County,Dimmit County,0
Blanco County,Bastrop County,10
Blanco County,Coke County,0
Blanco County,Medina County,0
Blanco County,Menard County,0
Blanco County,Ochiltree County,0
Blanco County,Bexar County,154
Blanco County,Floyd County,0
Blanco County,Brooks County,0
Blanco County,Irion County,0
Blanco County,Cochran County,0
Blanco County,Kerr County,20
Blanco County,Marion County,0
Blanco County,Moore County,0
Blanco County,Maverick County,0
Blanco County,Nueces County,93
Blanco County,Briscoe County,0
Blanco County,Austin County,0
Blanco County,Hockley County,0
Blanco County,Swisher County,0
Blanco County,Childress County,0
Blanco County,Kaufman County,0
Blanco County,Foard County,0
Blanco County,Schleicher County,0
Blanco County,Edwards County,0
Blanco County,Hamilton County,0
Blanco County,Potter County,5
Blanco County,Trinity County,0
Blanco County,Hudspeth County,0
Blanco County,Brazoria County,0
Blanco County,Montague County,0
Blanco County,Tyler County,0
Blanco County,Burleson County,0
Blanco County,Llano County,32
Blanco County,Grimes County,0
Blanco County,Hansford County,0
Blanco County,Orange County,0
Blanco County,Harris County,38
Blanco County,Nacogdoches County,0
Blanco County,Shackelford County,0
Blanco County,Sutton County,0
Blanco County,Young County,0
Blanco County,Fayette County,0
Blanco County,Hood County,0
Blanco County,Hopkins County,0
Blanco County,Karnes County,0
Blanco County,Lubbock County,0
Blanco County,Coleman County,0
Blanco County,Washington County,0
Blanco County,Webb County,0
Blanco County,Wise County,0
Blanco County,Fisher County,0
Blanco County,Oldham County,0
Blanco County,Williamson County,3
Blanco County,Armstrong County,0
Blanco County,Frio County,0
Blanco County,Erath County,0
Blanco County,Stonewall County,0
Blanco County,Anderson County,0
Blanco County,Duval County,0
Blanco County,Comal County,268
Blanco County,Hall County,0
Blanco County,Hardeman County,0
Blanco County,Collin County,0
Blanco County,Motley County,0
Blanco County,Concho County,0
Blanco County,Dawson County,0
Blanco County,Kent County,0
Blanco County,San Augustine County,0
Blanco County,Wood County,0
Blanco County,Garza County,0
Blanco County,Culberson County,0
Blanco County,Henderson County,0
Blanco County,Presidio County,0
Blanco County,Reeves County,0
Blanco County,Delta County,0
Blanco County,Real County,0
Blanco County,Gaines County,0
Blanco County,Archer County,0
Blanco County,Glasscock County,0
Blanco County,Madison County,0
Blanco County,Mitchell County,0
Blanco County,Castro County,0
Blanco County,Kleberg County,0
Blanco County,Cottle County,0
Blanco County,Kimble County,0
Blanco County,Loving County,0
Blanco County,Jones County,0
Blanco County,Reagan County,0
Blanco County,Hunt County,0
Blanco County,Houston County,0
Blanco County,Baylor County,0
Blanco County,Leon County,0
Blanco County,San Saba County,0
Blanco County,Crosby County,0
Blanco County,Howard County,0
Blanco County,Upshur County,0
Blanco County,Wilbarger County,0
Blanco County,Waller County,0
Blanco County,Kendall County,9
Blanco County,Johnson County,0
Blanco County,Cherokee County,0
Blanco County,Pecos County,0
Blanco County,Jefferson County,0
Blanco County,Lavaca County,0
Blanco County,Harrison County,0
Blanco County,Jeff Davis County,0
Blanco County,Midland County,26
Blanco County,Tom Green County,0
Blanco County,Bell County,0
Blanco County,Wheeler County,0
Blanco County,Runnels County,0
Blanco County,Galveston County,5
Blanco County,Bosque County,0
Blanco County,Milam County,9
Blanco County,Polk County,0
Blanco County,Ward County,0
Blanco County,Rusk County,0
Blanco County,Val Verde County,0
Blanco County,Fannin County,0
Blanco County,Deaf Smith County,0
Blanco County,Eastland County,0
Blanco County,Lampasas County,0
Blanco County,Newton County,0
Ector County,Gregg County,0
Ector County,Borden County,0
Ector County,Gonzales County,0
Ector County,Caldwell County,0
Ector County,Willacy County,0
Ector County,Jim Wells County,0
Ector County,Kinney County,0
Ector County,Camp County,0
Ector County,Liberty County,0
Ector County,Haskell County,0
Ector County,San Jacinto County,0
Ector County,Wilson County,0
Ector County,DeWitt County,0
Ector County,Aransas County,0
Ector County,McMullen County,0
Ector County,Hutchinson County,0
Ector County,La Salle County,0
Ector County,Atascosa County,0
Ector County,Zapata County,0
Ector County,Brown County,0
Ector County,Mills County,0
Ector County,Donley County,0
Ector County,Guadalupe County,0
Ector County,Cooke County,0
Ector County,Parker County,0
Ector County,Randall County,0
Ector County,Burnet County,0
Ector County,Freestone County,0
Ector County,Crane County,400
Ector County,Bailey County,0
Ector County,Blanco County,0
Ector County,Ector County,54280
Ector County,Hill County,0
Ector County,Refugio County,13
Ector County,Sabine County,0
Ector County,Denton County,0
Ector County,Goliad County,0
Ector County,Navarro County,0
Ector County,Comanche County,0
Ector County,Throckmorton County,0
Ector County,Uvalde County,0
Ector County,Nolan County,6
Ector County,Hale County,0
Ector County,Smith County,0
Ector County,Lipscomb County,0
Ector County,Titus County,0
Ector County,Jack County,0
Ector County,Montgomery County,0
Ector County,Wichita County,0
Ector County,Lamb County,0
Ector County,Angelina County,0
Ector County,Starr County,0
Ector County,Hemphill County,0
Ector County,Bandera County,0
Ector County,Jasper County,0
Ector County,Palo Pinto County,0
Ector County,Zavala County,0
Ector County,Clay County,0
Ector County,Victoria County,0
Ector County,Hartley County,0
Ector County,McCulloch County,0
Ector County,Ellis County,0
Ector County,Fort Bend County,0
Ector County,Rains County,0
Ector County,Lynn County,0
Ector County,Stephens County,0
Ector County,Red River County,0
Ector County,Terry County,0
Ector County,Brewster County,0
Ector County,Limestone County,0
Ector County,Travis County,9
Ector County,Upton County,90
Ector County,Bowie County,0
Ector County,Knox County,0
Ector County,Somervell County,0
Ector County,Sherman County,0
Ector County,Winkler County,79
Ector County,Andrews County,381
Ector County,Matagorda County,0
Ector County,Coryell County,0
Ector County,Colorado County,0
Ector County,Callahan County,0
Ector County,Morris County,0
Ector County,Bee County,0
Ector County,Franklin County,0
Ector County,Cass County,0
Ector County,Taylor County,5
Ector County,McLennan County,0
Ector County,Wharton County,0
Ector County,Robertson County,0
Ector County,Cameron County,0
Ector County,Van Zandt County,0
Ector County,Yoakum County,21
Ector County,Crockett County,8
Ector County,Panola County,0
Ector County,Terrell County,0
Ector County,Lee County,6
Ector County,Walker County,0
Ector County,Hidalgo County,0
Ector County,Collingsworth County,0
Ector County,Lamar County,0
Ector County,Live Oak County,0
Ector County,Jim Hogg County,0
Ector County,Dallam County,0
Ector County,Dallas County,85
Ector County,Gray County,0
Ector County,Chambers County,0
Ector County,Hardin County,0
Ector County,Roberts County,0
Ector County,Scurry County,0
Ector County,Rockwall County,0
Ector County,Brazos County,0
Ector County,Calhoun County,0
Ector County,King County,0
Ector County,Grayson County,0
Ector County,Mason County,0
Ector County,Parmer County,0
Ector County,Shelby County,0
Ector County,El Paso County,0
Ector County,Hays County,2
Ector County,Tarrant County,58
Ector County,Kenedy County,0
Ector County,Martin County,29
Ector County,Jackson County,0
Ector County,San Patricio County,0
Ector County,Falls County,0
Ector County,Sterling County,0
Ector County,Gillespie County,0
Ector County,Carson County,0
Ector County,Dickens County,0
Ector County,Dimmit County,0
Ector County,Bastrop County,0
Ector County,Coke County,0
Ector County,Medina County,0
Ector County,Menard County,0
Ector County,Ochiltree County,0
Ector County,Bexar County,7
Ector County,Floyd County,0
Ector County,Brooks County,0
Ector County,Irion County,0
Ector County,Cochran County,0
Ector County,Kerr County,0
Ector County,Marion County,0
Ector County,Moore County,0
Ector County,Maverick County,0
Ector County,Nueces County,0
Ector County,Briscoe County,0
Ector County,Austin County,0
Ector County,Hockley County,3
Ector County,Swisher County,0
Ector County,Childress County,0
Ector County,Kaufman County,0
Ector County,Foard County,0
Ector County,Schleicher County,0
Ector County,Edwards County,0
Ector County,Hamilton County,0
Ector County,Potter County,0
Ector County,Trinity County,0
Ector County,Hudspeth County,0
Ector County,Brazoria County,18
Ector County,Montague County,0
Ector County,Tyler County,0
Ector County,Burleson County,0
Ector County,Llano County,0
Ector County,Grimes County,0
Ector County,Hansford County,0
Ector County,Orange County,0
Ector County,Harris County,28
Ector County,Nacogdoches County,0
Ector County,Shackelford County,0
Ector County,Sutton County,0
Ector County,Young County,0
Ector County,Fayette County,0
Ector County,Hood County,0
Ector County,Hopkins County,0
Ector County,Karnes County,0
Ector County,Lubbock County,57
Ector County,Coleman County,0
Ector County,Washington County,0
Ector County,Webb County,0
Ector County,Wise County,24
Ector County,Fisher County,0
Ector County,Oldham County,0
Ector County,Williamson County,0
Ector County,Armstrong County,0
Ector County,Frio County,0
Ector County,Erath County,0
Ector County,Stonewall County,0
Ector County,Anderson County,0
Ector County,Duval County,0
Ector County,Comal County,0
Ector County,Hall County,0
Ector County,Hardeman County,0
Ector County,Collin County,0
Ector County,Motley County,0
Ector County,Concho County,0
Ector County,Dawson County,7
Ector County,Kent County,0
Ector County,San Augustine County,0
Ector County,Wood County,0
Ector County,Garza County,0
Ector County,Culberson County,0
Ector County,Henderson County,0
Ector County,Presidio County,0
Ector County,Reeves County,153
Ector County,Delta County,0
Ector County,Real County,0
Ector County,Gaines County,64
Ector County,Archer County,0
Ector County,Glasscock County,10
Ector County,Madison County,0
Ector County,Mitchell County,0
Ector County,Castro County,0
Ector County,Kleberg County,0
Ector County,Cottle County,0
Ector County,Kimble County,0
Ector County,Loving County,37
Ector County,Jones County,0
Ector County,Reagan County,50
Ector County,Hunt County,0
Ector County,Houston County,0
Ector County,Baylor County,0
Ector County,Leon County,0
Ector County,San Saba County,0
Ector County,Crosby County,0
Ector County,Howard County,108
Ector County,Upshur County,0
Ector County,Wilbarger County,0
Ector County,Waller County,0
Ector County,Kendall County,0
Ector County,Johnson County,0
Ector County,Cherokee County,0
Ector County,Pecos County,71
Ector County,Jefferson County,0
Ector County,Lavaca County,0
Ector County,Harrison County,0
Ector County,Jeff Davis County,0
Ector County,Midland County,12014
Ector County,Tom Green County,13
Ector County,Bell County,0
Ector County,Wheeler County,0
Ector County,Runnels County,0
Ector County,Galveston County,0
Ector County,Bosque County,0
Ector County,Milam County,0
Ector County,Polk County,0
Ector County,Ward County,270
Ector County,Rusk County,0
Ector County,Val Verde County,0
Ector County,Fannin County,24
Ector County,Deaf Smith County,0
Ector County,Eastland County,0
Ector County,Lampasas County,0
Ector County,Newton County,0
Hill County,Gregg County,3
Hill County,Borden County,0
Hill County,Gonzales County,0
Hill County,Caldwell County,0
Hill County,Willacy County,0
Hill County,Jim Wells County,0
Hill County,Kinney County,0
Hill County,Camp County,4
Hill County,Liberty County,0
Hill County,Haskell County,0
Hill County,San Jacinto County,0
Hill County,Wilson County,0
Hill County,DeWitt County,0
Hill County,Aransas County,0
Hill County,McMullen County,0
Hill County,Hutchinson County,0
Hill County,La Salle County,0
Hill County,Atascosa County,7
Hill County,Zapata County,0
Hill County,Brown County,0
Hill County,Mills County,0
Hill County,Donley County,0
Hill County,Guadalupe County,0
Hill County,Cooke County,0
Hill County,Parker County,19
Hill County,Randall County,0
Hill County,Burnet County,0
Hill County,Freestone County,4
Hill County,Crane County,0
Hill County,Bailey County,0
Hill County,Blanco County,0
Hill County,Ector County,7
Hill County,Hill County,8305
Hill County,Refugio County,0
Hill County,Sabine County,0
Hill County,Denton County,23
Hill County,Goliad County,0
Hill County,Navarro County,227
Hill County,Comanche County,0
Hill County,Throckmorton County,0
Hill County,Uvalde County,0
Hill County,Nolan County,13
Hill County,Hale County,0
Hill County,Smith County,1
Hill County,Lipscomb County,0
Hill County,Titus County,0
Hill County,Jack County,0
Hill County,Montgomery County,3
Hill County,Wichita County,0
Hill County,Lamb County,0
Hill County,Angelina County,0
Hill County,Starr County,0
Hill County,Hemphill County,0
Hill County,Bandera County,0
Hill County,Jasper County,0
Hill County,Palo Pinto County,0
Hill County,Zavala County,0
Hill County,Clay County,0
Hill County,Victoria County,0
Hill County,Hartley County,0
Hill County,McCulloch County,0
Hill County,Ellis County,336
Hill County,Fort Bend County,0
Hill County,Rains County,0
Hill County,Lynn County,0
Hill County,Stephens County,0
Hill County,Red River County,0
Hill County,Terry County,0
Hill County,Brewster County,0
Hill County,Limestone County,138
Hill County,Travis County,20
Hill County,Upton County,0
Hill County,Bowie County,0
Hill County,Knox County,0
Hill County,Somervell County,51
Hill County,Sherman County,0
Hill County,Winkler County,0
Hill County,Andrews County,0
Hill County,Matagorda County,0
Hill County,Coryell County,5
Hill County,Colorado County,0
Hill County,Callahan County,0
Hill County,Morris County,0
Hill County,Bee County,0
Hill County,Franklin County,0
Hill County,Cass County,0
Hill County,Taylor County,4
Hill County,McLennan County,1839
Hill County,Wharton County,0
Hill County,Robertson County,0
Hill County,Cameron County,0
Hill County,Van Zandt County,2
Hill County,Yoakum County,0
Hill County,Crockett County,0
Hill County,Panola County,0
Hill County,Terrell County,0
Hill County,Lee County,0
Hill County,Walker County,0
Hill County,Hidalgo County,0
Hill County,Collingsworth County,0
Hill County,Lamar County,0
Hill County,Live Oak County,3
Hill County,Jim Hogg County,0
Hill County,Dallam County,0
Hill County,Dallas County,391
Hill County,Gray County,0
Hill County,Chambers County,0
Hill County,Hardin County,0
Hill County,Roberts County,0
Hill County,Scurry County,8
Hill County,Rockwall County,10
Hill County,Brazos County,8
Hill County,Calhoun County,0
Hill County,King County,0
Hill County,Grayson County,3
Hill County,Mason County,0
Hill County,Parmer County,0
Hill County,Shelby County,0
Hill County,El Paso County,0
Hill County,Hays County,1
Hill County,Tarrant County,968
Hill County,Kenedy County,0
Hill County,Martin County,0
Hill County,Jackson County,0
Hill County,San Patricio County,0
Hill County,Falls County,15
Hill County,Sterling County,0
Hill County,Gillespie County,0
Hill County,Carson County,0
Hill County,Dickens County,0
Hill County,Dimmit County,0
Hill County,Bastrop County,0
Hill County,Coke County,0
Hill County,Medina County,0
Hill County,Menard County,0
Hill County,Ochiltree County,0
Hill County,Bexar County,11
Hill County,Floyd County,0
Hill County,Brooks County,0
Hill County,Irion County,0
Hill County,Cochran County,0
Hill County,Kerr County,0
Hill County,Marion County,0
Hill County,Moore County,0
Hill County,Maverick County,0
Hill County,Nueces County,0
Hill County,Briscoe County,0
Hill County,Austin County,0
Hill County,Hockley County,0
Hill County,Swisher County,0
Hill County,Childress County,0
Hill County,Kaufman County,0
Hill County,Foard County,0
Hill County,Schleicher County,0
Hill County,Edwards County,0
Hill County,Hamilton County,0
Hill County,Potter County,0
Hill County,Trinity County,0
Hill County,Hudspeth County,0
Hill County,Brazoria County,0
Hill County,Montague County,0
Hill County,Tyler County,0
Hill County,Burleson County,0
Hill County,Llano County,0
Hill County,Grimes County,0
Hill County,Hansford County,0
Hill County,Orange County,0
Hill County,Harris County,7
Hill County,Nacogdoches County,0
Hill County,Shackelford County,0
Hill County,Sutton County,0
Hill County,Young County,0
Hill County,Fayette County,0
Hill County,Hood County,42
Hill County,Hopkins County,0
Hill County,Karnes County,0
Hill County,Lubbock County,0
Hill County,Coleman County,0
Hill County,Washington County,0
Hill County,Webb County,0
Hill County,Wise County,9
Hill County,Fisher County,0
Hill County,Oldham County,0
Hill County,Williamson County,43
Hill County,Armstrong County,0
Hill County,Frio County,21
Hill County,Erath County,0
Hill County,Stonewall County,0
Hill County,Anderson County,12
Hill County,Duval County,0
Hill County,Comal County,0
Hill County,Hall County,0
Hill County,Hardeman County,0
Hill County,Collin County,11
Hill County,Motley County,0
Hill County,Concho County,0
Hill County,Dawson County,0
Hill County,Kent County,0
Hill County,San Augustine County,0
Hill County,Wood County,0
Hill County,Garza County,0
Hill County,Culberson County,0
Hill County,Henderson County,2
Hill County,Presidio County,0
Hill County,Reeves County,2
Hill County,Delta County,0
Hill County,Real County,0
Hill County,Gaines County,0
Hill County,Archer County,0
Hill County,Glasscock County,0
Hill County,Madison County,0
Hill County,Mitchell County,0
Hill County,Castro County,0
Hill County,Kleberg County,0
Hill County,Cottle County,0
Hill County,Kimble County,0
Hill County,Loving County,0
Hill County,Jones County,0
Hill County,Reagan County,0
Hill County,Hunt County,0
Hill County,Houston County,0
Hill County,Baylor County,0
Hill County,Leon County,11
Hill County,San Saba County,0
Hill County,Crosby County,0
Hill County,Howard County,0
Hill County,Upshur County,0
Hill County,Wilbarger County,0
Hill County,Waller County,0
Hill County,Kendall County,0
Hill County,Johnson County,1123
Hill County,Cherokee County,5
Hill County,Pecos County,0
Hill County,Jefferson County,0
Hill County,Lavaca County,0
Hill County,Harrison County,0
Hill County,Jeff Davis County,0
Hill County,Midland County,25
Hill County,Tom Green County,3
Hill County,Bell County,9
Hill County,Wheeler County,0
Hill County,Runnels County,0
Hill County,Galveston County,11
Hill County,Bosque County,163
Hill County,Milam County,5
Hill County,Polk County,0
Hill County,Ward County,0
Hill County,Rusk County,0
Hill County,Val Verde County,0
Hill County,Fannin County,0
Hill County,Deaf Smith County,0
Hill County,Eastland County,4
Hill County,Lampasas County,0
Hill County,Newton County,0
Refugio County,Gregg County,0
Refugio County,Borden County,0
Refugio County,Gonzales County,9
Refugio County,Caldwell County,0
Refugio County,Willacy County,0
Refugio County,Jim Wells County,12
Refugio County,Kinney County,0
Refugio County,Camp County,0
Refugio County,Liberty County,0
Refugio County,Haskell County,0
Refugio County,San Jacinto County,0
Refugio County,Wilson County,0
Refugio County,DeWitt County,13
Refugio County,Aransas County,86
Refugio County,McMullen County,0
Refugio County,Hutchinson County,0
Refugio County,La Salle County,0
Refugio County,Atascosa County,0
Refugio County,Zapata County,0
Refugio County,Brown County,0
Refugio County,Mills County,0
Refugio County,Donley County,0
Refugio County,Guadalupe County,0
Refugio County,Cooke County,0
Refugio County,Parker County,0
Refugio County,Randall County,0
Refugio County,Burnet County,7
Refugio County,Freestone County,0
Refugio County,Crane County,0
Refugio County,Bailey County,0
Refugio County,Blanco County,0
Refugio County,Ector County,0
Refugio County,Hill County,0
Refugio County,Refugio County,2048
Refugio County,Sabine County,0
Refugio County,Denton County,0
Refugio County,Goliad County,28
Refugio County,Navarro County,0
Refugio County,Comanche County,0
Refugio County,Throckmorton County,0
Refugio County,Uvalde County,7
Refugio County,Nolan County,0
Refugio County,Hale County,0
Refugio County,Smith County,0
Refugio County,Lipscomb County,0
Refugio County,Titus County,0
Refugio County,Jack County,0
Refugio County,Montgomery County,0
Refugio County,Wichita County,0
Refugio County,Lamb County,0
Refugio County,Angelina County,0
Refugio County,Starr County,0
Refugio County,Hemphill County,0
Refugio County,Bandera County,0
Refugio County,Jasper County,0
Refugio County,Palo Pinto County,0
Refugio County,Zavala County,0
Refugio County,Clay County,0
Refugio County,Victoria County,171
Refugio County,Hartley County,0
Refugio County,McCulloch County,0
Refugio County,Ellis County,0
Refugio County,Fort Bend County,0
Refugio County,Rains County,0
Refugio County,Lynn County,0
Refugio County,Stephens County,0
Refugio County,Red River County,0
Refugio County,Terry County,0
Refugio County,Brewster County,0
Refugio County,Limestone County,0
Refugio County,Travis County,3
Refugio County,Upton County,0
Refugio County,Bowie County,0
Refugio County,Knox County,0
Refugio County,Somervell County,0
Refugio County,Sherman County,0
Refugio County,Winkler County,0
Refugio County,Andrews County,0
Refugio County,Matagorda County,0
Refugio County,Coryell County,0
Refugio County,Colorado County,0
Refugio County,Callahan County,1
Refugio County,Morris County,0
Refugio County,Bee County,69
Refugio County,Franklin County,0
Refugio County,Cass County,0
Refugio County,Taylor County,0
Refugio County,McLennan County,5
Refugio County,Wharton County,0
Refugio County,Robertson County,0
Refugio County,Cameron County,0
Refugio County,Van Zandt County,0
Refugio County,Yoakum County,0
Refugio County,Crockett County,0
Refugio County,Panola County,0
Refugio County,Terrell County,0
Refugio County,Lee County,0
Refugio County,Walker County,0
Refugio County,Hidalgo County,0
Refugio County,Collingsworth County,0
Refugio County,Lamar County,0
Refugio County,Live Oak County,7
Refugio County,Jim Hogg County,0
Refugio County,Dallam County,0
Refugio County,Dallas County,0
Refugio County,Gray County,0
Refugio County,Chambers County,0
Refugio County,Hardin County,0
Refugio County,Roberts County,0
Refugio County,Scurry County,0
Refugio County,Rockwall County,0
Refugio County,Brazos County,0
Refugio County,Calhoun County,104
Refugio County,King County,0
Refugio County,Grayson County,0
Refugio County,Mason County,0
Refugio County,Parmer County,0
Refugio County,Shelby County,0
Refugio County,El Paso County,0
Refugio County,Hays County,0
Refugio County,Tarrant County,0
Refugio County,Kenedy County,0
